Prefix	Last	First	Suffix	FilingType	StateDst	Year	FilingDate	DocID
Mr.	Rios	Angel Anthony		C	MS03	2023	7/12/2023	10055278
	Rivas	Luz		C	CA29	2023	2/2/2024	10056408
	Rivas	Luz		X	CA29	2023	12/18/2023	30019530
	Rivera	Angel		C	FL09	2023	10/25/2023	10056096
	Roberts	Boyd		C	CA47	2023	1/20/2024	10056639
	Roberts	Brian		C	IL12	2023	12/27/2023	10056487
	Robison	Douglas		C	TX26	2023	1/5/2024	10056488
	Roca	Mariela		C	MD06	2023	8/13/2023	10054472
	Roca	Mariela		X	MD06	2023	5/17/2023	30018873
	Roca	Mariela		X	MD06	2023	7/18/2023	30019348
	Rochford	Robert Anthony		D	FL14	2023	9/11/2023	40003529
Hon.	Rodgers	Cathy McMorris		P	WA05	2023	8/11/2023	20023504
	Rodriguez	Antonio		C	TX05	2023	12/5/2023	10056360
Hon.	Rogers	Harold Dallas		P	KY05	2023	2/8/2023	8219362
Hon.	Rogers	Harold Dallas		P	KY05	2023	3/9/2023	8219422
Hon.	Rogers	Harold Dallas		P	KY05	2023	4/6/2023	8219447
Hon.	Rogers	Harold Dallas		P	KY05	2023	5/11/2023	8219525
Hon.	Rogers	Harold Dallas		P	KY05	2023	6/9/2023	8219748
Hon.	Rogers	Harold Dallas		P	KY05	2023	7/19/2023	8219854
Hon.	Rogers	Harold Dallas		P	KY05	2023	8/17/2023	8219922
Hon.	Rogers	Harold Dallas		P	KY05	2023	9/20/2023	8219972
Hon.	Rogers	Harold Dallas		P	KY05	2023	10/26/2023	8220023
Hon.	Rogers	Harold Dallas		P	KY05	2023	11/17/2023	8220051
Hon.	Rogers	Harold Dallas		P	KY05	2023	12/15/2023	8220079
	Rogers	Mary C.		C	OH08	2023	11/21/2023	10056284
	Rollins	Will		A	CA41	2023	1/3/2024	10056519
	Rollins	Will		C	CA41	2023	9/11/2023	10054914
	Rollins	Will		X	CA41	2023	6/6/2023	30019034
Hon.	Ross	Deborah		P	NC02	2023	2/13/2023	20022421
Hon.	Ross	Deborah		P	NC02	2023	4/14/2023	20022738
Hon.	Ross	Deborah		P	NC02	2023	5/14/2023	20022808
	Roth	David		C	ID02	2023	9/19/2023	10054983
	Roth	David		X	ID02	2023	6/8/2023	30019174
Hon.	Rouda	Harley E.	Jr	W	CA47	2023	4/17/2023	7898
Mr.	Rouleau	Brian R.		C	NY21	2023	8/26/2023	10055755
	Royals	Tom		C	MD06	2023	11/14/2023	10055582
	Royals	Tom		X	MD06	2023	8/17/2023	30019381
Hon.	Roybal-Allard	Lucille		T	CA40	2023	3/28/2023	10050853
Hon.	Roybal-Allard	Lucille		X	CA40	2023	2/1/2023	30017761
	Rubin	Joel Martin		C	MD06	2023	1/16/2024	10055534
	Rubin	Joel Martin		X	MD06	2023	8/17/2023	30019375
	Rudow	Caleb		C	NC11	2023	12/26/2023	10056483
	Runkel	Cheryl Ann		D	WI07	2023	5/22/2023	8219735
	Runkel	Cheryl Ann		X	WI07	2023	5/23/2023	30019030
Hon.	Rush	Bobby L.		T	IL01	2023	2/9/2023	10050887
	Russ	David Honorable		C	OR06	2023	4/30/2023	10051024
Mr.	Russell	Ron Charles		C	ME01	2023	12/14/2023	10056400
Hon.	Rutherford	John		P	FL05	2023	5/25/2023	20023026
Hon.	Rutherford	John		P	FL05	2023	8/2/2023	20023426
	Sabatini	Anthony		A	FL11	2023	5/15/2023	10054677
	Sabatini	Anthony		C	FL11	2023	5/15/2023	10054640
Mr.	Sajna	Cyrus		C	TX14	2023	11/3/2023	10056150
	Salas	Rudy		C	CA22	2023	9/29/2023	10055781
Hon.	Salazar	Maria Elvira		P	FL27	2023	1/15/2023	20022272
Hon.	Salazar	Maria Elvira		P	FL27	2023	2/15/2023	20022414
Hon.	Salazar	Maria Elvira		P	FL27	2023	3/20/2023	20022596
Hon.	Salazar	Maria Elvira		P	FL27	2023	4/25/2023	20022756
Hon.	Salazar	Maria Elvira		P	FL27	2023	5/31/2023	20023045
Hon.	Salazar	Maria Elvira		P	FL27	2023	6/13/2023	20023146
Hon.	Salazar	Maria Elvira		P	FL27	2023	10/4/2023	20023797
Hon.	Salazar	Maria Elvira		P	FL27	2023	11/8/2023	20023976
	Salerno	Joe		C	NJ02	2023	10/17/2023	10055334
	Salerno	Joe		X	NJ02	2023	7/24/2023	30019354
Hon.	San Nicolas	Michael Fq		T	GU00	2023	5/3/2023	10050846
Hon.	San Nicolas	Michael Fq		X	GU00	2023	1/30/2023	30017754
	Sanchez	Tim		C	CA12	2023	7/16/2023	10055316
	Sanchez	Tim		X	CA12	2023	5/24/2023	8219627
	Santos	Lorenzo Juan		C	WI01	2023	11/30/2023	10056334
	Sanz Mondragon	Jose Manuel		C	TX28	2023	12/1/2023	10056337
	Sapraicone	Michael		C	NY03	2023	11/22/2023	10055736
	Sapraicone	Michael		X	NY03	2023	8/29/2023	30019392
Hon.	Sarbanes	John P.		P	MD03	2023	5/10/2023	8219524
	Saul	Joshua		C	MI01	2023	12/1/2023	10056332
	Saul	Joshua		X	MI01	2023	12/6/2023	30019506
	Savage	Ben		C	CA30	2023	5/11/2023	10052771
	Sawchuk	Eric Richard		D	CA30	2023	5/17/2023	40003492
	Sawchuk	Eric Richard		X	CA30	2023	5/23/2023	30019024
	Sayles	Laurie-Anne		C	MD06	2023	10/6/2023	10055809
Hon.	Scanlon	Mary Gay		P	PA05	2023	6/5/2023	20023019
Hon.	Schneider	Bradley S.		G	IL10	2023	1/27/2023	8219344
Hon.	Schneider	Bradley S.		P	IL10	2023	5/2/2023	20022745
Hon.	Schneider	Bradley S.		P	IL10	2023	7/22/2023	20023178
Hon.	Scholten	Hillary		X	MI03	2023	5/24/2023	8219630
Hon.	Schrader	Kurt		T	OR05	2023	3/28/2023	8219440
Hon.	Schrader	Kurt		X	OR05	2023	1/31/2023	8219347
Hon.	Scott	Austin		P	GA08	2023	1/23/2023	20022312
	Semenenko	Max		C	CA07	2023	5/15/2023	10054753
Hon.	Sempolinski	Joseph		T	NY23	2023	2/1/2023	10050851
Hon.	Sessions	Pete		P	TX17	2023	1/2/2023	20022203
Hon.	Sessions	Pete		P	TX17	2023	1/17/2023	20022292
Hon.	Sessions	Pete		P	TX17	2023	6/6/2023	20023094
Hon.	Sessions	Pete		P	TX17	2023	6/23/2023	20023198
Hon.	Sessions	Pete		P	TX17	2023	6/26/2023	20023211
Hon.	Sessions	Pete		P	TX17	2023	7/15/2023	20023319
Hon.	Sessions	Pete		P	TX17	2023	7/27/2023	20023360
Hon.	Sessions	Pete		P	TX17	2023	8/17/2023	20023399
Hon.	Sessions	Pete		P	TX17	2023	9/5/2023	20023552
Hon.	Sessions	Pete		P	TX17	2023	9/23/2023	20023683
Hon.	Sessions	Pete		P	TX17	2023	10/13/2023	20023819
Hon.	Sessions	Pete		P	TX17	2023	11/7/2023	20023922
Hon.	Sessions	Pete		P	TX17	2023	11/7/2023	20023975
Hon.	Sessions	Pete		P	TX17	2023	12/26/2023	20024047
Hon.	Sessions	Pete		P	TX17	2023	12/28/2023	20024204
Mr.	Sessler	Jerrod		C	WA04	2023	8/28/2023	10055761
	Sewell	Briana		X	VA07	2023	1/3/2024	30019550
Dr.	Shah	Amish		C	AZ01	2023	8/13/2023	10054411
Dr.	Shah	Amish		X	AZ01	2023	5/17/2023	30018846
	Shanahan	Whitney		C	CA48	2023	12/12/2023	10056339
	Shankland	Katrina		C	WI03	2023	10/31/2023	10056134
	Sheridan	Timothy J.		A	CA41	2023	8/11/2023	10055618
	Sheridan	Timothy J.		C	CA41	2023	8/11/2023	10053485
	Sheridan	Timothy J.		X	CA41	2023	5/17/2023	30018640
	Sheridan	Timothy J.		X	CA41	2023	7/18/2023	30019323
Hon.	Sherrill	Mikie		P	NJ11	2023	3/3/2023	20022508
	Sheth	Nirav		C	WA08	2023	7/26/2023	10055395
	Shoemaker	Matt		C	NC13	2023	10/13/2023	10056021
Mr.	Shuster	James Bartley		C	CA32	2023	12/20/2023	8220088
	Shyne	Sepi		C	CA30	2023	9/12/2023	10055821
	Shyne	Sepi		X	CA30	2023	5/24/2023	8219632
	Sigala-Rosario	Angelina		C	CA13	2023	1/30/2023	10050845
	Signorello	Joseph	III	C	NJ07	2023	11/14/2023	8220053
	Silva	Thomas W.		C	CA07	2023	11/28/2023	10056309
	Simitian	S. Joseph		C	CA16	2023	5/3/2023	8219498
	Simitian	S. Joseph		C	CA16	2023	2/8/2024	8220149
	Simon	Lateefah		C	CA12	2023	8/4/2023	10054659
	Simon	Lateefah		X	CA12	2023	5/17/2023	30018962
	Simon	Lateefah		X	CA12	2023	7/18/2023	30019301
Mr.	Simon	Michael Craig		C	CA48	2023	12/19/2023	10056441
Hon.	Simpson	Michael K.		P	ID02	2023	5/12/2023	20021081
Hon.	Sires	Albio		T	NJ08	2023	1/28/2023	8219349
Mr.	Skudlarek	Jaden Joseph		C	CT04	2023	12/31/2023	10056507
Hon.	Smith	Adrian		P	NE03	2023	5/23/2023	20023004
Hon.	Smith	Adrian		P	NE03	2023	7/26/2023	20023381
	Smith	R. J.		D	WV02	2023	7/12/2023	40003505
	Smith	Sandy		C	NC01	2023	8/15/2023	10055609
	Smith	Sean		C	MO05	2023	1/10/2024	10056553
	Smith	Tim		C	IN03	2023	11/5/2023	10056157
	Soboleski	Mike		C	ME02	2023	1/15/2024	10055950
	Soboleski	Mike		X	ME02	2023	10/4/2023	30019427
	Sonnenberg	Jerry		C	CO04	2023	1/6/2024	10056476
	Sonza	Orlando		C	OH01	2023	11/3/2023	10055474
	Sonza	Orlando		X	OH01	2023	8/9/2023	30019372
	Spalding	Carla A.		C	FL25	2023	10/30/2023	10052819
Hon.	Spanberger	Abigail		P	VA07	2023	3/3/2023	20022505
Hon.	Spartz	Victoria		P	IN05	2023	1/12/2023	20022269
Hon.	Spartz	Victoria		P	IN05	2023	4/30/2023	20022813
Hon.	Spartz	Victoria		P	IN05	2023	5/10/2023	20022905
Hon.	Spartz	Victoria		P	IN05	2023	5/10/2023	20022906
Hon.	Spartz	Victoria		P	IN05	2023	8/22/2023	20023570
	Speaker	James Paul		D	NY26	2023	8/1/2023	40003511
Hon.	Speier	Jackie		T	CA14	2023	2/2/2023	10050818
Hon.	Stanton	Greg		P	AZ04	2023	11/9/2023	20023892
Hon.	Stanton	Greg		P	AZ04	2023	11/13/2023	20023994
	Stelson	Janelle		C	PA10	2023	2/1/2024	10056109
	Stelson	Janelle		X	PA10	2023	11/9/2023	30019458
Hon.	Steube	Greg		P	FL17	2023	3/15/2023	20022574
Hon.	Steube	Greg		P	FL17	2023	8/9/2023	20023452
Mr.	Stevenson	Eric Mr		C	NC01	2023	10/31/2023	10056128
Hon.	Stewart	Chris		T	UT02	2023	10/12/2023	10056024
	Stickle	Herbert Edwin		C	WA02	2023	10/16/2023	10056040
	Stoll	Matthew		C	CA20	2023	1/4/2024	10056530
	Stoltzfus	Reggie		C	OH06	2023	1/16/2024	10056508
	Stout	Anna Marie		C	CO03	2023	11/27/2023	10055811
	Stout	Anna Marie		X	CO03	2023	9/7/2023	8219962
	Stutzman	Marlin		C	IN03	2023	8/15/2023	10052993
	Stutzman	Marlin		X	IN03	2023	5/23/2023	30019029
	Stutzman	Marlin		X	IN03	2023	6/21/2023	30019243
	Subramanyam	Suhas		C	VA10	2023	3/8/2024	10056396
	Subramanyam	Suhas		X	VA10	2023	12/12/2023	30019524
Hon.	Suozzi	Thomas		C	NY03	2023	1/12/2024	10056100
Hon.	Suozzi	Thomas		T	NY03	2023	5/3/2023	10050848
Hon.	Suozzi	Thomas		X	NY03	2023	1/31/2023	30017756
Hon.	Suozzi	Thomas		X	NY03	2023	11/17/2023	30019469
Mr.	Swain	Joseph Milford		C	KS02	2023	5/20/2023	10054886
	Swartz	Jessica		C	MI04	2023	10/30/2023	10055732
	Swartz	Jessica		X	MI04	2023	8/9/2023	8219884
	Sweeney	Joseph J.		C	CA10	2023	2/20/2024	10056757
	Talkington	Michelle		C	MD05	2023	9/26/2023	10055702
	Talkington	Michelle		X	MD05	2023	9/6/2023	30019398
	Tandon	Ritesh		C	CA17	2023	2/22/2023	10050951
Mr.	Tarazon	Troy Leerue		C	NC09	2023	1/16/2024	10056600
	Tassell	Charles		C	OH02	2023	12/16/2023	10056439
	Taylor	Brooke		X	VA10	2023	10/24/2023	30019445
	Taylor	David		X	OH02	2023	1/9/2024	30019557
Hon.	Taylor	Nicholas V.		T	TX03	2023	2/2/2023	10050834
	Tedder	Elizabeth		C	AL05	2023	8/3/2023	10055476
	Tedder	Elizabeth		C	SC05	2023	9/1/2023	10055782
	Teirab	Joe		C	MN02	2023	11/17/2023	10056269
Dr.	Teklay	Wisdom Zerit		D	TN01	2023	8/28/2023	40003523
Hon.	Thanedar	Shri		P	MI13	2023	2/9/2023	20022380
Hon.	Thanedar	Shri		X	MI13	2023	5/24/2023	8219638
	Thelusca	Joe		C	FL23	2023	12/12/2023	10056095
	Theriault	Austin Leo		C	ME02	2023	11/24/2023	10056295
Dr.	Thiam	Brenda J.		C	MD06	2023	7/13/2023	10055294
	Thomas	Kevin		C	NY04	2023	12/4/2023	10055454
	Thomas	Kevin		X	NY04	2023	8/9/2023	30019369
	Thompson	Larry		C	CA32	2023	1/23/2024	10056286
	Thompson	Larry		X	CA32	2023	12/1/2023	30019494
	Todd	Andre Effrin		C	CA12	2023	12/22/2023	10055894
	Todd	Andre Effrin		X	CA12	2023	10/4/2023	30019418
Mr.	Toes	Jim		C	NY03	2023	2/19/2024	10056792
	Toma	Ben		C	AZ08	2023	3/2/2024	10056321
	Toma	Ben		X	AZ08	2023	12/6/2023	30019504
	Tran	Derek		C	CA45	2023	1/26/2024	10056047
	Tran	Derek		X	CA45	2023	10/24/2023	30019446
	Tran	Jennifer		A	CA12	2023	1/24/2024	10056651
	Tran	Jennifer		A	CA12	2023	1/25/2024	10056660
	Tran	Jennifer		C	CA12	2023	1/24/2024	10056647
	Tranel	Monica		C	MT01	2023	8/10/2023	10055589
Hon.	Trone	David		P	MD06	2023	3/20/2023	20021261
	Tupa	Ronald		C	CO07	2023	11/15/2023	10056246
	Ukropina	Max		C	CA47	2023	8/13/2023	10054690
	Ukropina	Max		X	CA47	2023	5/17/2023	30018984
Hon.	Upton	Fred		T	MI06	2023	5/4/2023	8219489
Hon.	Upton	Fred		X	MI06	2023	1/31/2023	8219345
	Valencia Avalos	Viktor J.		C	TX33	2023	5/5/2023	10053201
	Valimont	Gay		C	FL01	2023	8/18/2023	10055712
	Vallejo	Michelle		C	TX15	2023	6/15/2023	10055132
	Vargas	Anthony 'Tony'		C	NE02	2023	11/2/2023	10056070
	Vargas	Anthony 'Tony'		X	NE02	2023	8/9/2023	8219885
	Vartan	Gregory	III	C	NJ07	2023	12/21/2023	10056398
Hon.	Vasquez	Gabriel		X	NM02	2023	5/24/2023	8219646
Hon.	Vasquez	Gabriel		X	NM02	2023	7/12/2023	8219830
	Vecchio	Philip		C	PA14	2023	7/18/2023	10055285
	Villafane Ramos	William Ely		C	PR00	2023	1/2/2024	10056471
	Vindman	Yevgeny 'Eugene'		C	VA07	2023	2/5/2024	10056352
	Vindman	Yevgeny 'Eugene'		X	VA07	2023	12/6/2023	30019514
	Vogel	Joseph		C	MD06	2023	7/24/2023	10055378
	Von Canon	Fred		X	NC01	2023	7/12/2023	30019268
	Vyskocil	Elan Jakub		C	FL28	2023	9/6/2023	10055799
Hon.	Wagner	Ann		P	MO02	2023	3/15/2023	8219425
Hon.	Wagner	Ann		P	MO02	2023	4/21/2023	8219470
Hon.	Wagner	Ann		P	MO02	2023	7/6/2023	8219814
Hon.	Wagner	Ann		P	MO02	2023	9/8/2023	8219959
Hon.	Wagner	Ann		P	MO02	2023	12/11/2023	8220074
Hon.	Walker	Bradley Mark		C	NC06	2023	12/4/2023	10056351
Hon.	Walker	Bradley Mark		X	NC06	2023	2/9/2024	8220143
	Walker	Edward Alan		A	MT02	2023	12/8/2023	10056384
	Walker	Edward Alan		C	MT02	2023	12/8/2023	10056382
Ms.	Washburn	Amy Irene		C	WI06	2023	7/20/2023	10055352
Hon.	Wasserman Schultz	Debbie		P	FL25	2023	2/20/2023	20022454
Hon.	Wasserman Schultz	Debbie		P	FL25	2023	7/11/2023	20023283
	Weiss	Joanna		C	CA47	2023	8/13/2023	10052848
	Weiss	Joanna		X	CA47	2023	5/17/2023	30018800
	Wells	Bill D.		C	CA51	2023	12/29/2023	10056275
	Wells	Bill D.		X	CA51	2023	12/1/2023	30019492
	Wendelin	Steven		C	WV02	2023	11/3/2023	10056151
Mr.	Wessels	Hermann Joseph	Jr.	D	OH02	2023	1/10/2024	40003582
	Whalen	Eric		C	IN03	2023	7/15/2023	10055017
	Whalen	Eric		X	IN03	2023	6/21/2023	30019241
	Wharton	Sarah		D	AZ01	2023	10/19/2023	40003546
	Wheeler	Gregory		C	OH13	2023	1/6/2023	10050729
	Whitesides	George		C	CA27	2023	8/15/2023	8219912
	Whitesides	George		X	CA27	2023	3/10/2023	8219429
	Whitten	Gregory		C	AZ08	2023	10/6/2023	10055974
	Wilczynski	Daniel Vincent		C	OH09	2023	4/30/2023	10052230
	Wildes	Michael		C	NJ05	2023	5/3/2023	8219497
	Wilkins	Gerrick Dewayne		C	AL06	2023	1/17/2024	10056110
	Wilkins	Gerrick Dewayne		X	AL06	2023	11/3/2023	30019454
	Wilkinson	Margarita		C	CA49	2023	12/4/2023	8220063
Dr.	Williams	Brian		C	TX32	2023	9/25/2023	10055855
Dr.	Williams	Brian		X	TX32	2023	6/21/2023	8219798
Mr.	Williams	Kelly Mikel		D	DC00	2023	11/10/2023	8220056
	Williams	Lily Tang		C	NH02	2023	6/19/2023	10055018
	Williams	Samuel Lee		C	FL10	2023	12/10/2023	10056391
	Williamson	W. John		W	AZ01	2023	8/9/2023	7905
	Wilson	Eric		A	WI03	2023	2/9/2024	10056754
	Wilson	Eric		C	WI03	2023	2/7/2024	10056199
	Wilson	Eric		X	WI03	2023	11/17/2023	30019474
	Winkelman	Austin D.		C	MN06	2023	12/26/2023	10056485
	Winn	Kathleen		C	AZ06	2023	1/30/2024	10056142
	Winn	Kathleen		X	AZ06	2023	11/9/2023	30019460
	Withrow	Adam Joseph		D	CO03	2023	8/8/2023	40003514
Hon.	Wittman	Robert J.		P	VA01	2023	1/5/2023	20022227
Hon.	Wittman	Robert J.		P	VA01	2023	2/15/2023	20022437
Hon.	Wittman	Robert J.		P	VA01	2023	3/5/2023	20022513
Hon.	Wittman	Robert J.		P	VA01	2023	5/7/2023	20022746
Hon.	Wittman	Robert J.		P	VA01	2023	6/9/2023	20023110
Hon.	Wittman	Robert J.		P	VA01	2023	8/13/2023	20023474
Hon.	Wittman	Robert J.		P	VA01	2023	9/30/2023	20023757
Hon.	Wittman	Robert J.		P	VA01	2023	10/19/2023	20023861
	Wolfe	Geoffrey		W	CA32	2023		8219596
	Wong	Timothy		D	CA11	2023	8/22/2023	8219939
	Wood	Marisa		C	CA20	2023	1/17/2024	10056614
	Woody	Elgin	IV	C	KS02	2023	5/9/2023	10053518
Dr.	Wooten	Duane M.		A	AZ03	2023	1/15/2024	10056596
Dr.	Wooten	Duane M.		C	AZ03	2023	9/8/2023	10055808
	Wozniczka	Daniel		C	IL05	2023	10/13/2023	10056025
	Wright	Glenn J.		C	UT03	2023	3/3/2023	10051009
	Wright	Steven William		A	TX35	2023	1/8/2024	10056543
	Wright	Steven William		C	TX35	2023	1/8/2024	10056542
Hon.	Yakym	Rudy	III	P	IN02	2023	2/3/2023	20022362
Hon.	Yakym	Rudy	III	P	IN02	2023	5/15/2023	20022969
Hon.	Yakym	Rudy	III	P	IN02	2023	6/16/2023	20023174
Hon.	Yakym	Rudy	III	P	IN02	2023	7/9/2023	20023267
Hon.	Yakym	Rudy	III	P	IN02	2023	8/10/2023	20023494
Hon.	Yakym	Rudy	III	P	IN02	2023	9/11/2023	20023658
Hon.	Yakym	Rudy	III	P	IN02	2023	10/12/2023	20023843
Hon.	Yakym	Rudy	III	P	IN02	2023	12/27/2023	20024203
	Yarbrough	Calil Antwoin D'Sean		D	CO05	2023	12/27/2023	40003578
Hon.	Yarmuth	John A.		T	KY03	2023	3/20/2023	10051061
Hon.	Yarmuth	John A.		X	KY03	2023	2/13/2023	8219373
	Young	Diane		C	MI10	2023	8/12/2023	10055379
	Young	Diane		X	MI10	2023	5/10/2023	8219531
	Young	Eugene Robert	Jr.	C	DE00	2023	8/20/2023	10055537
	Zarbano	John		D	WI06	2023	12/14/2023	40003575
	Zay	Andrew R.		C	IN03	2023	8/13/2023	10051018
	Zay	Andrew R.		X	IN03	2023	5/24/2023	8219659
Hon.	Zeldin	Lee Michael		T	NY01	2023	2/1/2023	10050852
